,name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,extracted_ghz,brand,final_family,model_only,socket_final,category_final,speed_ghz,turbo_ghz,cost_per_rank_point,cost_per_core
0,AArch64 rev 2 (aarch64),,0.0,2021-02-01,Unknown,Unknown,2189.0,,1,8,1,2164,41,,AArch64,Specialized/Generic ARM,AArch64 rev 2 (aarch64),Unknown,Unknown,2.19,,,
1,AArch64 rev 4 (aarch64),,0.0,2021-01-01,Unknown,Unknown,2112000.0,,1,8,1,2400,81,,AArch64,Specialized/Generic ARM,AArch64 rev 4 (aarch64),Unknown,Unknown,2.11,,,
2,AC8257V/WAB,,0.0,2021-01-01,Unknown,Unknown,2001000.0,,1,8,1,3240,8,,Other,Specialized/Generic ARM,AC8257V/WAB,Unknown,Unknown,2.0,,,
3,AMD 3015Ce,,6.0,2021-07-01,FT5,Mobile/Embedded,1200.0,2300.0,1,2,2,2204,40,,AMD,Specialized/Generic ARM,3015Ce,FT5,Embedded/IoT,1.2,2.3,,
4,AMD 3015e,,6.0,2020-07-01,Unknown,Laptop,1200.0,2300.0,1,2,2,1918,20,,AMD,Specialized/Generic ARM,3015e,Unknown,Laptop,1.2,2.3,,
5,AMD 3020e,,6.0,2020-06-01,Unknown,Laptop,1200.0,2600.0,1,2,1,2008,126,,AMD,Specialized/Generic ARM,3020e,Unknown,Laptop,1.2,2.6,,
6,AMD 4700S,,0.0,2021-04-01,Unknown,Desktop,3600.0,4000.0,1,8,2,408,35,,AMD,Specialized/Generic ARM,4700S,Unknown,Desktop,3.6,4.0,,
7,AMD A10 Micro-6700T APU,,5.0,2015-05-01,FT3b,Laptop,1200.0,2200.0,1,4,1,2623,9,,AMD,Specialized/Generic ARM,A10 Micro-6700T APU,FT3B,Laptop,1.2,2.2,,
8,AMD A10 PRO-7350B APU,,19.0,2014-06-01,FP3,Laptop,2100.0,3300.0,1,4,1,2274,142,,AMD,Specialized/Generic ARM,A10 PRO-7350B APU,FP3,Laptop,2.1,3.3,,
9,AMD A10 PRO-7800B APU,,65.0,2014-10-01,FM2+,Desktop,3500.0,3900.0,1,2,2,1725,29,,AMD,Specialized/Generic ARM,A10 PRO-7800B APU,FM2+,Desktop,3.5,3.9,,
10,AMD A10 PRO-7850B APU,148.02,95.0,2014-11-01,FM2+,Desktop,3700.0,4000.0,1,2,2,1648,19,,AMD,Specialized/Generic ARM,A10 PRO-7850B APU,FM2+,Desktop,3.7,4.0,0.08981796116504855,74.0
11,AMD A10-4600M APU,78.02,35.0,2012-04-01,FS1r2,Laptop,2300.0,3200.0,1,2,2,2305,1056,,AMD,AMD A-Series (APU),A10-4600M APU,FS1R2,Laptop,2.3,3.2,0.03384815618221258,39.0
12,AMD A10-4655M APU,,25.0,2012-07-01,FP2,Laptop,2000.0,2800.0,1,2,2,2480,157,,AMD,AMD A-Series (APU),A10-4655M APU,FP2,Laptop,2.0,2.8,,
13,AMD A10-4657M APU,,35.0,2013-05-01,FP2,Laptop,2300.0,3200.0,1,4,1,2407,3,,AMD,AMD A-Series (APU),A10-4657M APU,FP2,Laptop,2.3,3.2,,
14,AMD A10-5700 APU,59.95,65.0,2012-06-01,FM2,Desktop,3400.0,4000.0,1,2,2,1889,629,,AMD,AMD A-Series (APU),A10-5700 APU,FM2,Desktop,3.4,4.0,0.031736368448914774,30.0
15,AMD A10-5745M APU,,25.0,2013-07-01,FP2,Laptop,2100.0,2900.0,1,4,1,2416,562,,AMD,AMD A-Series (APU),A10-5745M APU,FP2,Laptop,2.1,2.9,,
16,AMD A10-5750M APU,94.02,35.0,2013-05-01,FS1r2,Laptop,2500.0,3500.0,1,4,1,2282,1035,,AMD,AMD A-Series (APU),A10-5750M APU,FS1R2,Laptop,2.5,3.5,0.041200701139351446,23.5
17,AMD A10-5757M APU,,35.0,2013-07-01,FP2,Laptop,2500.0,3500.0,1,4,1,2239,183,,AMD,AMD A-Series (APU),A10-5757M APU,FP2,Laptop,2.5,3.5,,
18,AMD A10-5800B APU,44.99,100.0,2013-07-01,FM2,Desktop,3800.0,4200.0,1,2,2,1823,36,,AMD,AMD A-Series (APU),A10-5800B APU,FM2,Desktop,3.8,4.2,0.02467910038398245,22.5
19,AMD A10-5800K APU,46.07,100.0,2012-10-01,FM2,Desktop,3800.0,4200.0,1,2,2,1812,1751,,AMD,AMD A-Series (APU),A10-5800K APU,FM2,Desktop,3.8,4.2,0.02542494481236203,23.0
20,AMD A10-6700 APU,39.59,65.0,2013-06-01,FM2,Desktop,3700.0,4300.0,1,4,1,1758,707,,AMD,AMD A-Series (APU),A10-6700 APU,FM2,Desktop,3.7,4.3,0.022519908987485782,9.9
21,AMD A10-6700T APU,147.61,45.0,2014-06-01,FM2,Desktop,2500.0,3500.0,1,2,2,2079,18,,AMD,AMD A-Series (APU),A10-6700T APU,FM2,Desktop,2.5,3.5,0.07100048100048101,73.8
22,AMD A10-6790K APU,36.72,100.0,2013-12-01,FM2,Desktop,4000.0,4300.0,1,2,2,1763,116,,AMD,AMD A-Series (APU),A10-6790K APU,FM2,Desktop,4.0,4.3,0.020828133862733977,18.4
23,AMD A10-6800B APU,128.02,100.0,2014-02-01,FM2,Desktop,4100.0,4400.0,1,2,2,1820,18,,AMD,AMD A-Series (APU),A10-6800B APU,FM2,Desktop,4.1,4.4,0.07034065934065935,64.0
24,AMD A10-6800K APU,53.99,100.0,2013-06-01,FM2,Desktop,4100.0,4400.0,1,2,2,1736,930,,AMD,AMD A-Series (APU),A10-6800K APU,FM2,Desktop,4.1,4.4,0.031100230414746546,27.0
25,AMD A10-7300 APU,,19.0,2014-07-01,FP3,Laptop,1900.0,3200.0,1,4,1,2422,582,,AMD,AMD A-Series (APU),A10-7300 APU,FP3,Laptop,1.9,3.2,,
26,AMD A10-7400P,,35.0,2014-12-01,FP3,Laptop,2500.0,3400.0,1,4,1,2184,144,,AMD,AMD A-Series (APU),A10-7400P,FP3,Laptop,2.5,3.4,,
27,AMD A10-7700K APU,32.81,95.0,2014-01-01,FM2+,Desktop,3400.0,3800.0,1,2,2,1744,597,,AMD,AMD A-Series (APU),A10-7700K APU,FM2+,Desktop,3.4,3.8,0.018813073394495415,16.4
28,AMD A10-7800 APU,37.68,65.0,2014-06-01,FM2+,Desktop,3500.0,3900.0,1,2,2,1737,726,,AMD,AMD A-Series (APU),A10-7800 APU,FM2+,Desktop,3.5,3.9,0.021692573402417963,18.8
29,AMD A10-7850K APU,56.05,95.0,2014-01-01,FM2+,Desktop,3700.0,4000.0,1,2,2,1665,1383,,AMD,AMD A-Series (APU),A10-7850K APU,FM2+,Desktop,3.7,4.0,0.03366366366366366,28.0
30,AMD A10-7860K,57.17,65.0,2016-03-01,FM2+,Desktop,3600.0,4000.0,1,2,2,1678,430,,AMD,AMD A-Series (APU),A10-7860K,FM2+,Desktop,3.6,4.0,0.03407032181168057,28.6
31,AMD A10-7870K,65.92,95.0,2015-06-01,FM2+,Desktop,3900.0,4100.0,1,2,2,1644,634,,AMD,AMD A-Series (APU),A10-7870K,FM2+,Desktop,3.9,4.1,0.040097323600973234,33.0
32,AMD A10-7890K,139.97,95.0,2016-04-01,FM2+,Desktop,4100.0,4300.0,1,2,2,1628,247,,AMD,AMD A-Series (APU),A10-7890K,FM2+,Desktop,4.1,4.3,0.08597665847665847,70.0
33,AMD A10-8700P,,35.0,2015-07-01,FP4,Laptop,1800.0,3200.0,1,2,2,2135,773,,AMD,AMD A-Series (APU),A10-8700P,FP4,Laptop,1.8,3.2,,
34,AMD A10-8750,,65.0,2015-09-01,FM2+,Desktop,3600.0,4000.0,1,2,2,1707,111,,AMD,AMD A-Series (APU),A10-8750,FM2+,Desktop,3.6,4.0,,
35,AMD A10-8850,,0.0,2016-05-01,Unknown,Desktop,3900.0,4100.0,1,2,2,1719,15,,AMD,AMD A-Series (APU),A10-8850,Unknown,Desktop,3.9,4.1,,
36,AMD A10-9600P,,15.0,2016-06-01,FP4,Laptop,2300.0,3200.0,1,4,1,2120,361,,AMD,AMD A-Series (APU),A10-9600P,FP4,Laptop,2.3,3.2,,
37,AMD A10-9620P,,15.0,2017-08-01,Unknown,Laptop,2500.0,3400.0,1,4,1,1971,120,,AMD,AMD A-Series (APU),A10-9620P,Unknown,Laptop,2.5,3.4,,
38,AMD A10-9630P,,35.0,2016-08-01,FP4,Laptop,2600.0,3300.0,1,4,1,1838,18,,AMD,AMD A-Series (APU),A10-9630P,FP4,Laptop,2.6,3.3,,
39,AMD A10-9700,66.86,65.0,2016-12-01,AM4,Desktop,3500.0,3800.0,1,4,1,1617,271,,AMD,AMD A-Series (APU),A10-9700,AM4,Desktop,3.5,3.8,0.04134817563388992,16.7
40,AMD A10-9700E,91.5,35.0,2017-11-01,AM4,Desktop,3000.0,3500.0,1,4,1,1818,17,,AMD,AMD A-Series (APU),A10-9700E,AM4,Desktop,3.0,3.5,0.05033003300330033,22.9
41,AMD A12-9700P,,15.0,2016-08-01,FP4,Laptop,2500.0,3400.0,1,4,1,2031,213,,AMD,Specialized/Generic ARM,A12-9700P,FP4,Laptop,2.5,3.4,,
42,AMD A12-9720P,,15.0,2017-07-01,FP4,Laptop,2700.0,3600.0,1,4,1,1941,424,,AMD,Specialized/Generic ARM,A12-9720P,FP4,Laptop,2.7,3.6,,
43,AMD A12-9730P,,35.0,2017-07-01,FP4,Laptop,2800.0,3500.0,1,4,1,1718,14,,AMD,Specialized/Generic ARM,A12-9730P,FP4,Laptop,2.8,3.5,,
44,AMD A12-9800,101.99,65.0,2016-10-01,AM4,Desktop,3800.0,4200.0,1,2,2,1622,141,,AMD,Specialized/Generic ARM,A12-9800,AM4,Desktop,3.8,4.2,0.06287916152897657,51.0
45,AMD A12-9800E,670.15,35.0,2017-09-01,AM4,Desktop,3100.0,3800.0,1,4,1,1640,25,,AMD,Specialized/Generic ARM,A12-9800E,AM4,Desktop,3.1,3.8,0.4086280487804878,167.5
46,AMD A4 Micro-6400T APU,,4.5,2014-11-01,FT3b,Laptop,1000.0,1600.0,1,4,1,2977,19,,AMD,Specialized/Generic ARM,A4 Micro-6400T APU,FT3B,Laptop,1.0,1.6,,
47,AMD A4 PRO-3340B,,25.0,2015-11-01,BGA769 (FT3),Laptop,2200.0,,1,4,1,2474,7,,AMD,Specialized/Generic ARM,A4 PRO-3340B,BGA769(FT3),Laptop,2.2,,,
48,AMD A4 PRO-7300B APU,,65.0,2014-12-01,Unknown,Desktop,3800.0,4000.0,1,1,2,2589,26,,AMD,Specialized/Generic ARM,A4 PRO-7300B APU,Unknown,Desktop,3.8,4.0,,
49,AMD A4 PRO-7350B,,65.0,2014-12-01,FM2+,Desktop,3400.0,3800.0,1,1,2,2544,4,,AMD,Specialized/Generic ARM,A4 PRO-7350B,FM2+,Desktop,3.4,3.8,,
50,AMD A4-1200 APU,,3.9,2013-10-01,FT3,Laptop,1000.0,,1,2,1,3640,104,,AMD,AMD A-Series (APU),A4-1200 APU,FT3,Laptop,1.0,,,
51,AMD A4-1250 APU,,8.0,2013-07-01,FT3,Laptop,1000.0,,1,2,1,3580,109,,AMD,AMD A-Series (APU),A4-1250 APU,FT3,Laptop,1.0,,,
52,AMD A4-3300 APU,56.61,65.0,2011-11-01,FM1,Desktop,2500.0,,1,2,1,3030,199,,AMD,AMD A-Series (APU),A4-3300 APU,FM1,Desktop,2.5,,0.018683168316831682,28.3
53,AMD A4-3300M APU,29.99,65.0,2011-07-01,FM1,Laptop,1900.0,2500.0,1,2,1,3286,265,,AMD,AMD A-Series (APU),A4-3300M APU,FM1,Laptop,1.9,2.5,0.009126597687157638,15.0
54,AMD A4-3305M APU,20.81,35.0,2012-02-01,FS1,Laptop,1900.0,2500.0,1,2,1,3263,208,,AMD,AMD A-Series (APU),A4-3305M APU,FS1,Laptop,1.9,2.5,0.006377566656451119,10.4
55,AMD A4-3310MX APU,,45.0,2011-10-01,FS1,Laptop,2100.0,2300.0,1,2,1,3209,49,,AMD,AMD A-Series (APU),A4-3310MX APU,FS1,Laptop,2.1,2.3,,
56,AMD A4-3320M APU,39.0,35.0,2012-03-01,FS1,Laptop,2000.0,2600.0,1,2,1,3350,36,,AMD,AMD A-Series (APU),A4-3320M APU,FS1,Laptop,2.0,2.6,0.011641791044776119,19.5
57,AMD A4-3330MX APU,,45.0,2013-03-01,FS1 uPGA,Laptop,2200.0,2600.0,1,2,1,3228,35,,AMD,AMD A-Series (APU),A4-3330MX APU,FS1UPGA,Laptop,2.2,2.6,,
58,AMD A4-3400 APU,20.0,65.0,2011-09-01,FM1,Desktop,2700.0,,1,2,1,2908,297,,AMD,AMD A-Series (APU),A4-3400 APU,FM1,Desktop,2.7,,0.0068775790921595595,10.0
59,AMD A4-3420 APU,136.0,65.0,2012-01-01,FM1,Desktop,2800.0,,1,2,1,2903,107,,AMD,AMD A-Series (APU),A4-3420 APU,FM1,Desktop,2.8,,0.04684808818463658,68.0
60,AMD A4-4000 APU,19.91,65.0,2013-05-01,FM2,Desktop,3000.0,3200.0,1,1,2,2822,278,,AMD,AMD A-Series (APU),A4-4000 APU,FM2,Desktop,3.0,3.2,0.007055279943302622,19.9
61,AMD A4-4020 APU,105.37,65.0,2014-07-01,FM2,Desktop,3200.0,3400.0,1,2,1,2769,45,,AMD,AMD A-Series (APU),A4-4020 APU,FM2,Desktop,3.2,3.4,0.038053448898519325,52.7
62,AMD A4-4300M APU,29.86,35.0,2012-05-01,FS1,Laptop,2500.0,3000.0,1,1,2,2985,200,,AMD,AMD A-Series (APU),A4-4300M APU,FS1,Laptop,2.5,3.0,0.010003350083752093,29.9
63,AMD A4-4355M APU,,17.0,2012-12-01,FP2,Laptop,1900.0,2400.0,1,2,1,3158,65,,AMD,AMD A-Series (APU),A4-4355M APU,FP2,Laptop,1.9,2.4,,
64,AMD A4-5000 APU,,15.0,2013-08-01,FT3,Laptop,1500.0,,1,4,1,2719,899,,AMD,AMD A-Series (APU),A4-5000 APU,FT3,Laptop,1.5,,,
65,AMD A4-5050 APU,,13.5,2017-05-01,FT3,Laptop,1550.0,,1,4,1,2690,18,,AMD,AMD A-Series (APU),A4-5050 APU,FT3,Laptop,1.55,,,
66,AMD A4-5100 APU,,15.0,2015-07-01,FT3,Laptop,1550.0,,1,4,1,2679,14,,AMD,AMD A-Series (APU),A4-5100 APU,FT3,Laptop,1.55,,,
67,AMD A4-5150M APU,,35.0,2013-07-01,FS1r2,Laptop,2700.0,3300.0,1,2,1,3215,26,,AMD,AMD A-Series (APU),A4-5150M APU,FS1R2,Laptop,2.7,3.3,,
68,AMD A4-5300 APU,26.95,65.0,2012-10-01,FM2,Desktop,3400.0,3700.0,1,2,1,2667,510,,AMD,AMD A-Series (APU),A4-5300 APU,FM2,Desktop,3.4,3.7,0.01010498687664042,13.5
69,AMD A4-5300B APU,25.95,65.0,2012-12-01,FM2,Desktop,3400.0,3700.0,1,2,1,2761,97,,AMD,AMD A-Series (APU),A4-5300B APU,FM2,Desktop,3.4,3.7,0.009398768562115176,13.0
70,AMD A4-6210 APU,,15.0,2014-07-01,FT3b,Laptop,1800.0,,1,4,1,2584,378,,AMD,AMD A-Series (APU),A4-6210 APU,FT3B,Laptop,1.8,,,
71,AMD A4-6250J APU,,25.0,2014-12-01,Unknown,Unknown,2000.0,,1,4,1,2465,12,,AMD,AMD A-Series (APU),A4-6250J APU,Unknown,Unknown,2.0,,,
72,AMD A4-6300 APU,42.02,65.0,2013-11-01,FM2,Desktop,3700.0,3900.0,1,1,2,2618,407,,AMD,AMD A-Series (APU),A4-6300 APU,FM2,Desktop,3.7,3.9,0.01605042016806723,42.0
73,AMD A4-6300B APU,27.95,65.0,2013-12-01,Unknown,Desktop,3700.0,3900.0,1,1,2,2691,15,,AMD,AMD A-Series (APU),A4-6300B APU,Unknown,Desktop,3.7,3.9,0.01038647342995169,28.0
74,AMD A4-6320 APU,69.99,65.0,2014-04-01,FM2,Desktop,3800.0,4000.0,1,1,2,2545,34,,AMD,AMD A-Series (APU),A4-6320 APU,FM2,Desktop,3.8,4.0,0.027500982318271118,70.0
75,AMD A4-7210 APU,,25.0,2015-07-01,BGA,Laptop,1800.0,2200.0,1,4,1,2454,122,,AMD,AMD A-Series (APU),A4-7210 APU,BGA,Laptop,1.8,2.2,,
76,AMD A4-7300 APU,18.8,65.0,2014-09-01,FM2,Desktop,3800.0,4000.0,1,1,2,2578,205,,AMD,AMD A-Series (APU),A4-7300 APU,FM2,Desktop,3.8,4.0,0.007292474786656323,18.8
77,AMD A4-9120,,15.0,2017-09-01,BGA,Laptop,2200.0,2500.0,1,2,1,2804,47,,AMD,AMD A-Series (APU),A4-9120,BGA,Laptop,2.2,2.5,,
78,AMD A4-9120C,,6.0,2019-08-01,FT4,Laptop,1600.0,2400.0,1,2,1,3156,19,,AMD,AMD A-Series (APU),A4-9120C,FT4,Laptop,1.6,2.4,,
79,AMD A4-9120e,,0.0,2019-06-01,FT4,Laptop,1500.0,2200.0,1,2,1,3115,36,,AMD,AMD A-Series (APU),A4-9120e,FT4,Laptop,1.5,2.2,,
80,AMD A4-9125,,15.0,2018-11-01,BGA (FT4),Laptop,2300.0,2600.0,1,2,1,2783,139,,AMD,AMD A-Series (APU),A4-9125,BGA(FT4),Laptop,2.3,2.6,,
81,AMD A6 Micro-6500T APU,,0.0,2016-01-01,Unknown,Laptop,1200.0,,1,4,1,2843,1,,AMD,Specialized/Generic ARM,A6 Micro-6500T APU,Unknown,Laptop,1.2,,,
82,AMD A6 PRO-7050B APU,,17.0,2014-09-01,FP3,Laptop,2200.0,3000.0,1,2,1,2959,31,,AMD,Specialized/Generic ARM,A6 PRO-7050B APU,FP3,Laptop,2.2,3.0,,
83,AMD A6 PRO-7400B,,65.0,2014-12-01,FM2+,Desktop,3500.0,3900.0,1,1,2,2478,17,,AMD,Specialized/Generic ARM,A6 PRO-7400B,FM2+,Desktop,3.5,3.9,,
84,AMD A6-1450 APU,,8.0,2013-05-01,FT3,Laptop,1000.0,1400.0,1,4,1,2869,139,,AMD,AMD A-Series (APU),A6-1450 APU,FT3,Laptop,1.0,1.4,,
85,AMD A6-3400M APU,24.45,35.0,2011-06-01,FS1,Laptop,1400.0,2300.0,1,4,1,2796,661,,AMD,AMD A-Series (APU),A6-3400M APU,FS1,Laptop,1.4,2.3,0.008744635193133047,6.1
86,AMD A6-3410MX APU,3.99,45.0,2011-07-01,FS1,Laptop,1600.0,2300.0,1,4,1,2785,139,,AMD,AMD A-Series (APU),A6-3410MX APU,FS1,Laptop,1.6,2.3,0.0014326750448833035,1.0
87,AMD A6-3420M APU,,35.0,2012-01-01,FS1,Laptop,1500.0,2400.0,1,4,1,2721,713,,AMD,AMD A-Series (APU),A6-3420M APU,FS1,Laptop,1.5,2.4,,
88,AMD A6-3430MX APU,,45.0,2012-02-01,FS1,Laptop,1700.0,2400.0,1,4,1,2607,45,,AMD,AMD A-Series (APU),A6-3430MX APU,FS1,Laptop,1.7,2.4,,
89,AMD A6-3500 APU,74.93,65.0,2011-09-01,FM1,Desktop,2100.0,2400.0,1,3,1,2665,268,,AMD,AMD A-Series (APU),A6-3500 APU,FM1,Desktop,2.1,2.4,0.028116322701688557,25.0
90,AMD A6-3600 APU,24.95,65.0,2011-11-01,FM1,Desktop,2100.0,2400.0,1,4,1,2484,131,,AMD,AMD A-Series (APU),A6-3600 APU,FM1,Desktop,2.1,2.4,0.010044283413848632,6.2
91,AMD A6-3620 APU,22.49,65.0,2012-02-01,FM1,Desktop,2200.0,2500.0,1,4,1,2344,308,,AMD,AMD A-Series (APU),A6-3620 APU,FM1,Desktop,2.2,2.5,0.009594709897610921,5.6
92,AMD A6-3650 APU,128.0,100.0,2011-07-01,FM1,Desktop,2600.0,,1,4,1,2251,318,,AMD,AMD A-Series (APU),A6-3650 APU,FM1,Desktop,2.6,,0.056863616170590846,32.0
93,AMD A6-3670 APU,176.59,100.0,2012-01-01,FM1,Desktop,2700.0,,1,4,1,2218,192,,AMD,AMD A-Series (APU),A6-3670 APU,FM1,Desktop,2.7,,0.07961677186654643,44.1
94,AMD A6-4400M APU,27.0,35.0,2012-04-01,FS1r2,Laptop,2700.0,3200.0,1,1,2,2984,806,,AMD,AMD A-Series (APU),A6-4400M APU,FS1R2,Laptop,2.7,3.2,0.009048257372654156,27.0
95,AMD A6-4455M APU,,17.0,2012-07-01,FP2,Laptop,2100.0,2600.0,1,1,2,3201,208,,AMD,AMD A-Series (APU),A6-4455M APU,FP2,Laptop,2.1,2.6,,
96,AMD A6-5200 APU,,25.0,2013-07-01,FT3,Laptop,2000.0,,1,4,1,2469,907,,AMD,AMD A-Series (APU),A6-5200 APU,FT3,Laptop,2.0,,,
97,AMD A6-5345M APU,,17.0,2014-04-01,FP2,Laptop,2200.0,2800.0,1,2,1,2866,8,,AMD,AMD A-Series (APU),A6-5345M APU,FP2,Laptop,2.2,2.8,,
98,AMD A6-5350M APU,33.12,35.0,2013-07-01,FS1r2,Laptop,2900.0,3500.0,1,2,1,2849,123,,AMD,AMD A-Series (APU),A6-5350M APU,FS1R2,Laptop,2.9,3.5,0.011625131625131624,16.6
99,AMD A6-5357M APU,,35.0,2013-10-01,FP2,Laptop,2900.0,3500.0,1,2,1,2741,23,,AMD,AMD A-Series (APU),A6-5357M APU,FP2,Laptop,2.9,3.5,,
100,AMD A6-5400B APU,28.94,65.0,2013-11-01,FM2,Desktop,3600.0,3800.0,1,1,2,2613,60,,AMD,AMD A-Series (APU),A6-5400B APU,FM2,Desktop,3.6,3.8,0.01107539226942212,28.9
101,AMD A6-5400K APU,52.02,65.0,2012-10-01,FM2,Desktop,3600.0,3800.0,1,1,2,2744,611,,AMD,AMD A-Series (APU),A6-5400K APU,FM2,Desktop,3.6,3.8,0.018957725947521868,52.0
102,AMD A6-6310 APU,,15.0,2014-07-01,FT3,Laptop,1800.0,2400.0,1,4,1,2458,754,,AMD,AMD A-Series (APU),A6-6310 APU,FT3,Laptop,1.8,2.4,,
103,AMD A6-6400B APU,,65.0,2014-02-01,FM2,Desktop,3900.0,4100.0,1,1,2,2494,11,,AMD,AMD A-Series (APU),A6-6400B APU,FM2,Desktop,3.9,4.1,,
104,AMD A6-6400K APU,51.72,65.0,2013-07-01,FM2,Desktop,3900.0,4100.0,1,1,2,2599,582,,AMD,AMD A-Series (APU),A6-6400K APU,FM2,Desktop,3.9,4.1,0.019899961523662947,51.7
105,AMD A6-6420B APU,,65.0,2014-11-01,FM2,Desktop,4000.0,4200.0,1,1,2,2537,1,,AMD,AMD A-Series (APU),A6-6420B APU,FM2,Desktop,4.0,4.2,,
106,AMD A6-6420K APU,149.99,65.0,2014-10-01,FM2,Desktop,4000.0,4200.0,1,2,1,2548,41,,AMD,AMD A-Series (APU),A6-6420K APU,FM2,Desktop,4.0,4.2,0.0588657770800628,75.0
107,AMD A6-7000 ,,17.0,2015-02-01,FP3,Laptop,2200.0,3000.0,1,2,1,2972,26,,AMD,AMD A-Series (APU),A6-7000,FP3,Laptop,2.2,3.0,,
108,AMD A6-7310 APU,,25.0,2015-06-01,Unknown,Laptop,2000.0,2400.0,1,4,1,2414,461,,AMD,AMD A-Series (APU),A6-7310 APU,Unknown,Laptop,2.0,2.4,,
109,AMD A6-7400K APU,29.99,65.0,2014-10-01,FM2+,Desktop,3500.0,3900.0,1,2,1,2507,312,,AMD,AMD A-Series (APU),A6-7400K APU,FM2+,Desktop,3.5,3.9,0.01196250498603909,15.0
110,AMD A6-7470K,185.94,65.0,2016-05-01,FM2+,Desktop,3700.0,4000.0,1,1,2,2375,26,,AMD,AMD A-Series (APU),A6-7470K,FM2+,Desktop,3.7,4.0,0.07829052631578948,185.9
111,AMD A6-7480,36.89,65.0,2019-04-01,FM2+,Desktop,3500.0,3800.0,1,2,1,2328,32,,AMD,AMD A-Series (APU),A6-7480,FM2+,Desktop,3.5,3.8,0.015846219931271478,18.4
112,AMD A6-8500P,,15.0,2016-05-01,BGA (FP4),Laptop,1600.0,3000.0,1,2,1,2595,16,,AMD,AMD A-Series (APU),A6-8500P,BGA(FP4),Laptop,1.6,3.0,,
113,AMD A6-8550,,65.0,2015-11-01,FM2+,Desktop,3700.0,4000.0,1,2,1,2501,8,,AMD,AMD A-Series (APU),A6-8550,FM2+,Desktop,3.7,4.0,,
114,AMD A6-9200,,10.0,2018-03-01,BGA,Laptop,2000.0,2800.0,1,2,1,2928,35,,AMD,AMD A-Series (APU),A6-9200,BGA,Laptop,2.0,2.8,,
115,AMD A6-9210,,15.0,2016-07-01,FP4,Laptop,2400.0,2800.0,1,2,1,2742,39,,AMD,AMD A-Series (APU),A6-9210,FP4,Laptop,2.4,2.8,,
116,AMD A6-9220,,15.0,2017-08-01,Unknown,Laptop,2500.0,2900.0,1,2,1,2718,163,,AMD,AMD A-Series (APU),A6-9220,Unknown,Laptop,2.5,2.9,,
117,AMD A6-9220C,,6.0,2019-05-01,FT4,Laptop,1800.0,2700.0,1,2,1,2912,33,,AMD,AMD A-Series (APU),A6-9220C,FT4,Laptop,1.8,2.7,,
118,AMD A6-9220e,,0.0,2018-02-01,Unknown,Laptop,1600.0,2400.0,1,2,1,2997,57,,AMD,AMD A-Series (APU),A6-9220e,Unknown,Laptop,1.6,2.4,,
119,AMD A6-9225,,15.0,2018-08-01,BGA (FT4),Laptop,2600.0,3000.0,1,2,1,2682,210,,AMD,AMD A-Series (APU),A6-9225,BGA(FT4),Laptop,2.6,3.0,,
120,AMD A6-9230,,15.0,2017-08-01,Unknown,Desktop,2600.0,3500.0,1,2,1,2725,4,,AMD,AMD A-Series (APU),A6-9230,Unknown,Desktop,2.6,3.5,,
121,AMD A6-9400,,10.0,2019-11-01,FT4,Laptop,2400.0,3200.0,1,2,1,1902,5,,AMD,AMD A-Series (APU),A6-9400,FT4,Laptop,2.4,3.2,,
122,AMD A6-9500,61.03,65.0,2016-12-01,AM4,Desktop,3500.0,3800.0,1,2,1,2334,64,,AMD,AMD A-Series (APU),A6-9500,AM4,Desktop,3.5,3.8,0.026148243359040275,30.5
123,AMD A6-9500E,58.14,35.0,2018-10-01,AM4,Desktop,3000.0,3400.0,1,2,1,2446,3,,AMD,AMD A-Series (APU),A6-9500E,AM4,Desktop,3.0,3.4,0.02376941946034342,29.1
124,AMD A8 PRO-7150B APU,,19.0,2014-07-01,FP3,Laptop,1900.0,3200.0,1,4,1,2525,64,,AMD,Specialized/Generic ARM,A8 PRO-7150B APU,FP3,Laptop,1.9,3.2,,
125,AMD A8 PRO-7600B APU,,65.0,2014-09-01,FM2+,Desktop,3100.0,3800.0,1,4,1,1850,107,,AMD,Specialized/Generic ARM,A8 PRO-7600B APU,FM2+,Desktop,3.1,3.8,,
126,AMD A8-3500M APU,59.95,35.0,2011-07-01,FS1,Laptop,1500.0,2400.0,1,4,1,2620,255,,AMD,AMD A-Series (APU),A8-3500M APU,FS1,Laptop,1.5,2.4,0.02288167938931298,15.0
127,AMD A8-3510MX APU,77.11,45.0,2011-08-01,FS1,Laptop,1800.0,2500.0,1,4,1,2490,92,,AMD,AMD A-Series (APU),A8-3510MX APU,FS1,Laptop,1.8,2.5,0.030967871485943776,19.3
128,AMD A8-3520M APU,55.0,35.0,2012-01-01,FS1,Laptop,1600.0,2500.0,1,4,1,2643,231,,AMD,AMD A-Series (APU),A8-3520M APU,FS1,Laptop,1.6,2.5,0.02080968596292092,13.8
129,AMD A8-3530MX APU,,45.0,2011-07-01,FS1,Laptop,1900.0,2600.0,1,4,1,2522,87,,AMD,AMD A-Series (APU),A8-3530MX APU,FS1,Laptop,1.9,2.6,,
130,AMD A8-3550MX APU,,45.0,2012-03-01,FS1,Laptop,2000.0,2700.0,1,4,1,2518,13,,AMD,AMD A-Series (APU),A8-3550MX APU,FS1,Laptop,2.0,2.7,,
