,name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,extracted_ghz,brand,final_family,model_only,socket_final,category_final,speed_ghz,turbo_ghz,cost_per_rank_point,cost_per_core
1937,Intel Core i5-4258U @ 2.40GHz,,28.0,2013-07-01,FCBGA1168,Laptop,2400.0,2900.0,1,2,2,1961,206,2.4,Intel,Intel Core i-Series,Core i5-4258U,FCBGA1168,Laptop,2.4,2.9,,
1938,Intel Core i5-4260U @ 1.40GHz,,15.0,2014-05-01,FCBGA1168,Laptop,1400.0,2700.0,1,2,2,2068,233,1.4,Intel,Intel Core i-Series,Core i5-4260U,FCBGA1168,Laptop,1.4,2.7,,
1939,Intel Core i5-4278U @ 2.60GHz,,28.0,2014-08-01,FCBGA1168,Laptop,2600.0,3100.0,1,2,2,1859,290,2.6,Intel,Intel Core i-Series,Core i5-4278U,FCBGA1168,Laptop,2.6,3.1,,
1940,Intel Core i5-4288U @ 2.60GHz,,28.0,2013-07-01,FCBGA1168,Laptop,2600.0,3100.0,1,2,2,1935,140,2.6,Intel,Intel Core i-Series,Core i5-4288U,FCBGA1168,Laptop,2.6,3.1,,
1941,Intel Core i5-4300M @ 2.60GHz,,37.0,2013-01-01,PGA946,Laptop,2600.0,3300.0,1,2,2,1783,898,2.6,Intel,Intel Core i-Series,Core i5-4300M,PGA946,Laptop,2.6,3.3,,
1942,Intel Core i5-4300U @ 1.90GHz,,15.0,2013-07-01,FCBGA1168,Laptop,1900.0,2900.0,1,2,2,1988,2601,1.9,Intel,Intel Core i-Series,Core i5-4300U,FCBGA1168,Laptop,1.9,2.9,,
1943,Intel Core i5-4300Y @ 1.60GHz,,11.5,2013-01-01,BGA1168,Desktop,1600.0,2300.0,1,2,2,2566,161,1.6,Intel,Intel Core i-Series,Core i5-4300Y,BGA1168,Desktop,1.6,2.3,,
1944,Intel Core i5-4302Y @ 1.60GHz,,11.5,2014-01-01,FCBGA1168,Desktop,1600.0,2300.0,1,2,2,2367,16,1.6,Intel,Intel Core i-Series,Core i5-4302Y,FCBGA1168,Desktop,1.6,2.3,,
1945,Intel Core i5-4308U @ 2.80GHz,,28.0,2014-11-01,FCBGA1364,Laptop,2800.0,3300.0,1,2,2,1791,53,2.8,Intel,Intel Core i-Series,Core i5-4308U,FCBGA1364,Laptop,2.8,3.3,,
1946,Intel Core i5-430M @ 2.27GHz,129.95,35.0,2010-01-01,BGA1288,Laptop,2260.0,2536.0,1,2,2,2795,1966,2.27,Intel,Intel Core i-Series,Core i5-430M,BGA1288,Laptop,2.26,2.54,0.04649373881932021,65.0
1947,Intel Core i5-430UM @ 1.20GHz,,18.0,2010-06-01,BGA1288,Laptop,1200.0,1730.0,1,2,2,3136,14,1.2,Intel,Intel Core i-Series,Core i5-430UM,BGA1288,Laptop,1.2,1.73,,
1948,Intel Core i5-4310M @ 2.70GHz,,37.0,2014-05-01,Unknown,Laptop,2700.0,3400.0,1,2,2,1752,376,2.7,Intel,Intel Core i-Series,Core i5-4310M,Unknown,Laptop,2.7,3.4,,
1949,Intel Core i5-4310U @ 2.00GHz,,15.0,2014-04-01,FCBGA1168,Laptop,2000.0,3000.0,1,2,2,1978,342,2.0,Intel,Intel Core i-Series,Core i5-4310U,FCBGA1168,Laptop,2.0,3.0,,
1950,Intel Core i5-4330M @ 2.80GHz,274.99,37.0,2013-10-01,Unknown,Laptop,2800.0,3500.0,1,2,2,1739,50,2.8,Intel,Intel Core i-Series,Core i5-4330M,Unknown,Laptop,2.8,3.5,0.1581311098332375,137.5
1951,Intel Core i5-4340M @ 2.90GHz,,37.0,2014-06-01,Unknown,Laptop,2900.0,3600.0,1,2,2,1634,28,2.9,Intel,Intel Core i-Series,Core i5-4340M,Unknown,Laptop,2.9,3.6,,
1952,Intel Core i5-4350U @ 1.40GHz,,15.0,2013-01-01,BGA1168,Laptop,1400.0,2900.0,1,2,2,2023,4,1.4,Intel,Intel Core i-Series,Core i5-4350U,BGA1168,Laptop,1.4,2.9,,
1953,Intel Core i5-4400E @ 2.70GHz,266.0,37.0,2014-03-01,BGA1364,Desktop,2700.0,3300.0,1,2,2,1701,4,2.7,Intel,Intel Core i-Series,Core i5-4400E,BGA1364,Desktop,2.7,3.3,0.15637860082304528,133.0
1954,Intel Core i5-4402E @ 1.60GHz,,25.0,2016-01-01,FCBGA1364,Laptop,1600.0,2700.0,1,2,2,1916,1,1.6,Intel,Intel Core i-Series,Core i5-4402E,FCBGA1364,Laptop,1.6,2.7,,
1955,Intel Core i5-4422E @ 1.80GHz,266.0,25.0,2017-12-01,FCBGA1364,Laptop,1800.0,2900.0,1,2,2,2311,1,1.8,Intel,Intel Core i-Series,Core i5-4422E,FCBGA1364,Laptop,1.8,2.9,0.1151016875811337,133.0
1956,Intel Core i5-4430 @ 3.00GHz,78.5,84.0,2013-06-01,LGA1150,Desktop,3000.0,3200.0,1,4,1,1381,1290,3.0,Intel,Intel Core i-Series,Core i5-4430,LGA1150,Desktop,3.0,3.2,0.05684286748732802,19.6
1957,Intel Core i5-4430S @ 2.70GHz,91.99,65.0,2013-12-01,LGA1150,Desktop,2700.0,3200.0,1,4,1,1464,119,2.7,Intel,Intel Core i-Series,Core i5-4430S,LGA1150,Desktop,2.7,3.2,0.06283469945355191,23.0
1958,Intel Core i5-4440 @ 3.10GHz,14.99,84.0,2013-01-01,FCLGA1150,Desktop,3100.0,3300.0,1,4,1,1368,3493,3.1,Intel,Intel Core i-Series,Core i5-4440,LGA1150,Desktop,3.1,3.3,0.010957602339181288,3.7
1959,Intel Core i5-4440S @ 2.80GHz,125.0,65.0,2013-12-01,LGA1150,Desktop,2800.0,3300.0,1,4,1,1443,167,2.8,Intel,Intel Core i-Series,Core i5-4440S,LGA1150,Desktop,2.8,3.3,0.08662508662508663,31.2
1960,Intel Core i5-4460 @ 3.20GHz,43.99,84.0,2014-05-01,LGA1150,Desktop,3200.0,3400.0,1,4,1,1355,7761,3.2,Intel,Intel Core i-Series,Core i5-4460,LGA1150,Desktop,3.2,3.4,0.0324649446494465,11.0
1961,Intel Core i5-4460S @ 2.90GHz,159.95,65.0,2014-05-01,LGA1150,Desktop,2900.0,3400.0,1,4,1,1406,405,2.9,Intel,Intel Core i-Series,Core i5-4460S,LGA1150,Desktop,2.9,3.4,0.11376244665718349,40.0
1962,Intel Core i5-4460T @ 1.90GHz,,35.0,2014-09-01,LGA1150,Desktop,1900.0,2700.0,1,4,1,1599,112,1.9,Intel,Intel Core i-Series,Core i5-4460T,LGA1150,Desktop,1.9,2.7,,
1963,Intel Core i5-4470 @ 3.30GHz,,84.0,2022-10-01,LGA1150,Desktop,3300.0,3500.0,1,4,1,2809,1,3.3,Intel,Intel Core i-Series,Core i5-4470,LGA1150,Desktop,3.3,3.5,,
1964,Intel Core i5-4470S @ 3.00GHz,,65.0,2020-09-01,LGA1150,Desktop,3000.0,,1,4,1,1370,2,3.0,Intel,Intel Core i-Series,Core i5-4470S,LGA1150,Desktop,3.0,,,
1965,Intel Core i5-450M @ 2.40GHz,31.95,35.0,2010-06-01,PGA988A,Laptop,2400.0,2660.0,1,2,2,2781,588,2.4,Intel,Intel Core i-Series,Core i5-450M,PGA988A,Laptop,2.4,2.66,0.011488673139158577,16.0
1966,Intel Core i5-4570 @ 3.20GHz,88.47,84.0,2013-06-01,LGA1150,Desktop,3200.0,3600.0,1,4,1,1307,5986,3.2,Intel,Intel Core i-Series,Core i5-4570,LGA1150,Desktop,3.2,3.6,0.0676893649579189,22.1
1967,Intel Core i5-4570R @ 2.70GHz,,65.0,2013-04-01,FCBGA1364,Desktop,2700.0,3200.0,1,4,1,1416,105,2.7,Intel,Intel Core i-Series,Core i5-4570R,FCBGA1364,Desktop,2.7,3.2,,
1968,Intel Core i5-4570S @ 2.90GHz,111.0,65.0,2013-06-01,LGA1150,Desktop,2900.0,3600.0,1,4,1,1345,784,2.9,Intel,Intel Core i-Series,Core i5-4570S,LGA1150,Desktop,2.9,3.6,0.08252788104089219,27.8
1969,Intel Core i5-4570T @ 2.90GHz,372.4,35.0,2013-01-01,LGA1150,Desktop,2900.0,3600.0,1,2,2,1743,503,2.9,Intel,Intel Core i-Series,Core i5-4570T,LGA1150,Desktop,2.9,3.6,0.21365461847389558,186.2
1970,Intel Core i5-4570TE @ 2.70GHz,341.99,35.0,2014-09-01,LGA1150,Desktop,2700.0,3300.0,1,2,2,1755,16,2.7,Intel,Intel Core i-Series,Core i5-4570TE,LGA1150,Desktop,2.7,3.3,0.19486609686609688,171.0
1971,Intel Core i5-4590 @ 3.30GHz,72.19,84.0,2014-05-01,LGA1150,Desktop,3300.0,3700.0,1,4,1,1273,5768,3.3,Intel,Intel Core i-Series,Core i5-4590,LGA1150,Desktop,3.3,3.7,0.056708562450903374,18.0
1972,Intel Core i5-4590S @ 3.00GHz,260.0,65.0,2014-05-01,LGA1150,Desktop,3000.0,3700.0,1,4,1,1312,665,3.0,Intel,Intel Core i-Series,Core i5-4590S,LGA1150,Desktop,3.0,3.7,0.19817073170731708,65.0
1973,Intel Core i5-4590T @ 2.00GHz,102.06,35.0,2014-06-01,LGA1150,Desktop,2000.0,3000.0,1,4,1,1508,505,2.0,Intel,Intel Core i-Series,Core i5-4590T,LGA1150,Desktop,2.0,3.0,0.0676790450928382,25.5
1974,Intel Core i5-460M @ 2.53GHz,64.95,35.0,2010-09-01,BGA1288,Laptop,2530.0,2800.0,1,2,2,2720,2067,2.53,Intel,Intel Core i-Series,Core i5-460M,BGA1288,Laptop,2.53,2.8,0.023878676470588237,32.5
1975,Intel Core i5-4670 @ 3.40GHz,82.58,84.0,2013-06-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1250,2673,3.4,Intel,Intel Core i-Series,Core i5-4670,LGA1150,Desktop,3.4,3.8,0.066064,20.6
1976,Intel Core i5-4670K @ 3.40GHz,129.96,84.0,2013-06-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1239,5810,3.4,Intel,Intel Core i-Series,Core i5-4670K,LGA1150,Desktop,3.4,3.8,0.10489104116222761,32.5
1977,Intel Core i5-4670K CPT @ 3.40GHz,,84.0,2014-12-01,LGA1150,Desktop,3400.0,3800.0,1,4,1,1334,1,3.4,Intel,Intel Core i-Series,Core i5-4670K CPT,LGA1150,Desktop,3.4,3.8,,
1978,Intel Core i5-4670R @ 3.00GHz,276.0,65.0,2018-07-01,FCBGA1364,Desktop,3000.0,3700.0,1,4,1,1302,3,3.0,Intel,Intel Core i-Series,Core i5-4670R,FCBGA1364,Desktop,3.0,3.7,0.2119815668202765,69.0
1979,Intel Core i5-4670S @ 3.10GHz,213.0,65.0,2013-01-01,FCLGA1150,Desktop,3100.0,3800.0,1,4,1,1333,95,3.1,Intel,Intel Core i-Series,Core i5-4670S,LGA1150,Desktop,3.1,3.8,0.15978994748687173,53.2
1980,Intel Core i5-4670T @ 2.30GHz,259.02,45.0,2013-06-01,FCLGA1150,Desktop,2300.0,3300.0,1,4,1,1440,41,2.3,Intel,Intel Core i-Series,Core i5-4670T,LGA1150,Desktop,2.3,3.3,0.17987499999999998,64.8
1981,Intel Core i5-4690 @ 3.50GHz,43.99,84.0,2014-05-01,LGA1150,Desktop,3500.0,3900.0,1,4,1,1235,3098,3.5,Intel,Intel Core i-Series,Core i5-4690,LGA1150,Desktop,3.5,3.9,0.03561943319838057,11.0
1982,Intel Core i5-4690K @ 3.50GHz,76.11,88.0,2014-06-01,LGA1150,Desktop,3500.0,3900.0,1,4,1,1226,6801,3.5,Intel,Intel Core i-Series,Core i5-4690K,LGA1150,Desktop,3.5,3.9,0.06207993474714519,19.0
1983,Intel Core i5-4690S @ 3.20GHz,249.99,65.0,2014-05-01,LGA1150,Desktop,3200.0,3900.0,1,4,1,1266,195,3.2,Intel,Intel Core i-Series,Core i5-4690S,LGA1150,Desktop,3.2,3.9,0.19746445497630333,62.5
1984,Intel Core i5-4690T @ 2.50GHz,,45.0,2014-12-01,LGA1150,Desktop,2500.0,3500.0,1,4,1,1383,45,2.5,Intel,Intel Core i-Series,Core i5-4690T,LGA1150,Desktop,2.5,3.5,,
1985,Intel Core i5-470UM @ 1.33GHz,,18.0,2010-09-01,BGA1288,Laptop,1330.0,1860.0,1,2,2,3218,39,1.33,Intel,Intel Core i-Series,Core i5-470UM,BGA1288,Laptop,1.33,1.86,,
1986,Intel Core i5-480M @ 2.67GHz,80.6,35.0,2010-12-01,BGA1288,Laptop,2670.0,2933.0,1,2,2,2701,1791,2.67,Intel,Intel Core i-Series,Core i5-480M,BGA1288,Laptop,2.67,2.93,0.0298407997038134,40.3
1987,Intel Core i5-5200U @ 2.20GHz,281.0,15.0,2014-12-01,FCBGA1168,Laptop,2200.0,2700.0,1,2,2,1984,6105,2.2,Intel,Intel Core i-Series,Core i5-5200U,FCBGA1168,Laptop,2.2,2.7,0.14163306451612903,140.5
1988,Intel Core i5-520M @ 2.40GHz,28.02,35.0,2010-01-01,BGA1288,Laptop,2400.0,2933.0,1,2,2,2431,2905,2.4,Intel,Intel Core i-Series,Core i5-520M,BGA1288,Laptop,2.4,2.93,0.011526120937885643,14.0
1989,Intel Core i5-520UM @ 1.07GHz,,18.0,2010-06-01,BGA1288,Laptop,1070.0,1866.0,1,2,2,3150,38,1.07,Intel,Intel Core i-Series,Core i5-520UM,BGA1288,Laptop,1.07,1.87,,
1990,Intel Core i5-5250U @ 1.60GHz,529.99,15.0,2015-01-01,FCBGA1168,Laptop,1600.0,2700.0,1,2,2,1989,594,1.6,Intel,Intel Core i-Series,Core i5-5250U,FCBGA1168,Laptop,1.6,2.7,0.26646053293112115,265.0
1991,Intel Core i5-5257U @ 2.70GHz,,23.0,2015-03-01,FCBGA1168,Laptop,2700.0,3100.0,1,2,2,1777,497,2.7,Intel,Intel Core i-Series,Core i5-5257U,FCBGA1168,Laptop,2.7,3.1,,
1992,Intel Core i5-5287U @ 2.90GHz,,28.0,2015-08-01,FCBGA1168,Laptop,2900.0,3300.0,1,2,2,1750,76,2.9,Intel,Intel Core i-Series,Core i5-5287U,FCBGA1168,Laptop,2.9,3.3,,
1993,Intel Core i5-5300U @ 2.30GHz,289.99,15.0,2015-01-01,FCBGA1168,Laptop,2300.0,2900.0,1,2,2,1890,1668,2.3,Intel,Intel Core i-Series,Core i5-5300U,FCBGA1168,Laptop,2.3,2.9,0.15343386243386245,145.0
1994,Intel Core i5-5350U @ 1.80GHz,,15.0,2015-06-01,FCBGA1168,Laptop,1800.0,2900.0,1,2,2,1936,282,1.8,Intel,Intel Core i-Series,Core i5-5350U,FCBGA1168,Laptop,1.8,2.9,,
1995,Intel Core i5-540M @ 2.53GHz,48.99,35.0,2010-01-01,BGA1288,Laptop,2530.0,3066.0,1,2,2,2373,1134,2.53,Intel,Intel Core i-Series,Core i5-540M,BGA1288,Laptop,2.53,3.07,0.020644753476611884,24.5
1996,Intel Core i5-540UM @ 1.20GHz,,18.0,2011-02-01,BGA1288,Laptop,1200.0,2000.0,1,2,2,2982,22,1.2,Intel,Intel Core i-Series,Core i5-540UM,BGA1288,Laptop,1.2,2.0,,
1997,Intel Core i5-5575R @ 2.80GHz,,65.0,2015-12-01,LGA1150,Desktop,2800.0,3300.0,1,4,1,1328,71,2.8,Intel,Intel Core i-Series,Core i5-5575R,LGA1150,Desktop,2.8,3.3,,
1998,Intel Core i5-560M @ 2.67GHz,88.92,35.0,2010-09-01,BGA1288,Laptop,2670.0,3200.0,1,2,2,2319,1588,2.67,Intel,Intel Core i-Series,Core i5-560M,BGA1288,Laptop,2.67,3.2,0.03834411384217335,44.5
1999,Intel Core i5-560UM @ 1.33GHz,,18.0,2011-01-01,BGA1288,Laptop,1330.0,2130.0,1,2,2,2966,6,1.33,Intel,Intel Core i-Series,Core i5-560UM,BGA1288,Laptop,1.33,2.13,,
2000,Intel Core i5-5675C @ 3.10GHz,159.99,65.0,2015-07-01,FCLGA1150,Desktop,3100.0,3600.0,1,4,1,1229,114,3.1,Intel,Intel Core i-Series,Core i5-5675C,LGA1150,Desktop,3.1,3.6,0.13017900732302687,40.0
2001,Intel Core i5-5675R @ 3.10GHz,,65.0,2016-06-01,FCBGA1364,Desktop,3100.0,3600.0,1,4,1,1255,57,3.1,Intel,Intel Core i-Series,Core i5-5675R,FCBGA1364,Desktop,3.1,3.6,,
2002,Intel Core i5-580M @ 2.67GHz,99.95,35.0,2010-09-01,BGA1288,Laptop,2670.0,3330.0,1,2,2,2278,181,2.67,Intel,Intel Core i-Series,Core i5-580M,BGA1288,Laptop,2.67,3.33,0.04387620719929763,50.0
2003,Intel Core i5-6198DU @ 2.30GHz,,15.0,2016-08-01,BGA1356,Laptop,2300.0,2800.0,1,2,2,1735,104,2.3,Intel,Intel Core i-Series,Core i5-6198DU,BGA1356,Laptop,2.3,2.8,,
2004,Intel Core i5-6200U @ 2.30GHz,,15.0,2015-07-01,FCBGA1356,Laptop,2300.0,2800.0,1,2,2,1792,6091,2.3,Intel,Intel Core i-Series,Core i5-6200U,FCBGA1356,Laptop,2.3,2.8,,
2005,Intel Core i5-6260U @ 1.80GHz,499.0,15.0,2015-12-01,FCBGA1356,Laptop,1800.0,2900.0,1,2,2,1720,307,1.8,Intel,Intel Core i-Series,Core i5-6260U,FCBGA1356,Laptop,1.8,2.9,0.29011627906976745,249.5
2006,Intel Core i5-6267U @ 2.90GHz,,28.0,2016-04-01,FCBGA1356,Laptop,2900.0,3300.0,1,2,2,1627,159,2.9,Intel,Intel Core i-Series,Core i5-6267U,FCBGA1356,Laptop,2.9,3.3,,
2007,Intel Core i5-6287U @ 3.10GHz,304.0,28.0,2017-10-01,FCBGA1356,Laptop,3100.0,3500.0,1,2,2,1532,22,3.1,Intel,Intel Core i-Series,Core i5-6287U,FCBGA1356,Laptop,3.1,3.5,0.19843342036553524,152.0
2008,Intel Core i5-6300HQ @ 2.30GHz,,45.0,2015-10-01,LGA 1151,Laptop,2300.0,3200.0,1,4,1,1373,1828,2.3,Intel,Intel Core i-Series,Core i5-6300HQ,LGA1151,Laptop,2.3,3.2,,
2009,Intel Core i5-6300U @ 2.40GHz,,15.0,2015-09-01,FCBGA1356,Laptop,2400.0,3000.0,1,2,2,1708,3157,2.4,Intel,Intel Core i-Series,Core i5-6300U,FCBGA1356,Laptop,2.4,3.0,,
2010,Intel Core i5-6350HQ @ 2.30GHz,306.0,45.0,2021-10-01,LGA 1151,Laptop,2300.0,3200.0,1,4,1,1458,1,2.3,Intel,Intel Core i-Series,Core i5-6350HQ,LGA1151,Laptop,2.3,3.2,0.20987654320987653,76.5
2011,Intel Core i5-6360U @ 2.00GHz,,15.0,2017-01-01,FCBGA1356,Laptop,2000.0,3100.0,1,2,2,1745,65,2.0,Intel,Intel Core i-Series,Core i5-6360U,FCBGA1356,Laptop,2.0,3.1,,
2012,Intel Core i5-6400 @ 2.70GHz,85.91,65.0,2015-08-01,LGA 1151,Desktop,2700.0,3300.0,1,4,1,1310,4062,2.7,Intel,Intel Core i-Series,Core i5-6400,LGA1151,Desktop,2.7,3.3,0.06558015267175572,21.5
2013,Intel Core i5-6400T @ 2.20GHz,159.99,35.0,2015-12-01,LGA 1151,Desktop,2200.0,2800.0,1,4,1,1446,362,2.2,Intel,Intel Core i-Series,Core i5-6400T,LGA1151,Desktop,2.2,2.8,0.11064315352697096,40.0
2014,Intel Core i5-6402P @ 2.80GHz,104.0,65.0,2016-04-01,LGA 1151,Desktop,2800.0,3400.0,1,4,1,1261,312,2.8,Intel,Intel Core i-Series,Core i5-6402P,LGA1151,Desktop,2.8,3.4,0.08247422680412371,26.0
2015,Intel Core i5-6440EQ @ 2.70GHz,,45.0,2016-10-01,FCBGA1440,Laptop,2700.0,3400.0,1,4,1,1267,7,2.7,Intel,Intel Core i-Series,Core i5-6440EQ,FCBGA1440,Laptop,2.7,3.4,,
2016,Intel Core i5-6440HQ @ 2.60GHz,,45.0,2016-01-01,LGA 1151,Laptop,2600.0,3500.0,1,4,1,1323,238,2.6,Intel,Intel Core i-Series,Core i5-6440HQ,LGA1151,Laptop,2.6,3.5,,
2017,Intel Core i5-6442EQ @ 1.90GHz,250.0,25.0,2019-09-01,FCBGA1440,Laptop,1900.0,2700.0,1,4,1,1393,3,1.9,Intel,Intel Core i-Series,Core i5-6442EQ,FCBGA1440,Laptop,1.9,2.7,0.17946877243359655,62.5
2018,Intel Core i5-650 @ 3.20GHz,223.0,73.0,2010-01-01,LGA1156,Desktop,3200.0,3460.0,1,2,2,2142,2777,3.2,Intel,Intel Core i-Series,Core i5-650,LGA1156,Desktop,3.2,3.46,0.10410830999066294,111.5
2019,Intel Core i5-6500 @ 3.20GHz,34.99,65.0,2015-09-01,LGA 1151,Desktop,3200.0,3600.0,1,4,1,1228,6572,3.2,Intel,Intel Core i-Series,Core i5-6500,LGA1151,Desktop,3.2,3.6,0.028493485342019547,8.7
2020,Intel Core i5-6500T @ 2.50GHz,221.52,35.0,2015-10-01,LGA 1151,Desktop,2500.0,3100.0,1,4,1,1356,627,2.5,Intel,Intel Core i-Series,Core i5-6500T,LGA1151,Desktop,2.5,3.1,0.16336283185840708,55.4
2021,Intel Core i5-6500TE @ 2.30GHz,489.95,35.0,2015-12-01,LGA 1151,Desktop,2300.0,3300.0,1,4,1,1384,29,2.3,Intel,Intel Core i-Series,Core i5-6500TE,LGA1151,Desktop,2.3,3.3,0.3540101156069364,122.5
2022,Intel Core i5-655K @ 3.20GHz,76.87,73.0,2010-06-01,LGA1156,Desktop,3200.0,3460.0,1,2,2,2244,46,3.2,Intel,Intel Core i-Series,Core i5-655K,LGA1156,Desktop,3.2,3.46,0.03425579322638146,38.4
2023,Intel Core i5-660 @ 3.33GHz,334.99,73.0,2009-12-01,LGA1156,Desktop,3330.0,3600.0,1,2,2,2050,351,3.33,Intel,Intel Core i-Series,Core i5-660,LGA1156,Desktop,3.33,3.6,0.16340975609756098,167.5
2024,Intel Core i5-6600 @ 3.30GHz,100.0,65.0,2015-09-01,LGA 1151,Desktop,3300.0,3900.0,1,4,1,1159,2632,3.3,Intel,Intel Core i-Series,Core i5-6600,LGA1151,Desktop,3.3,3.9,0.08628127696289906,25.0
2025,Intel Core i5-6600K @ 3.50GHz,82.0,91.0,2015-08-01,FCLGA1151,Desktop,3500.0,3900.0,1,4,1,1111,5991,3.5,Intel,Intel Core i-Series,Core i5-6600K,LGA1151,Desktop,3.5,3.9,0.0738073807380738,20.5
2026,Intel Core i5-6600T @ 2.70GHz,121.98,35.0,2015-10-01,LGA 1151,Desktop,2700.0,3500.0,1,4,1,1227,150,2.7,Intel,Intel Core i-Series,Core i5-6600T,LGA1151,Desktop,2.7,3.5,0.09941320293398534,30.5
2027,Intel Core i5-661 @ 3.33GHz,178.85,87.0,2010-01-01,LGA1156,Desktop,3330.0,3600.0,1,2,2,2010,176,3.33,Intel,Intel Core i-Series,Core i5-661,LGA1156,Desktop,3.33,3.6,0.08898009950248756,89.4
2028,Intel Core i5-670 @ 3.47GHz,291.0,73.0,2010-01-01,LGA1156,Desktop,3470.0,3730.0,1,2,2,1983,48,3.47,Intel,Intel Core i-Series,Core i5-670,LGA1156,Desktop,3.47,3.73,0.14674735249621784,145.5
2029,Intel Core i5-680 @ 3.60GHz,38.0,73.0,2010-05-01,LGA1156,Desktop,3600.0,3860.0,1,2,2,1956,57,3.6,Intel,Intel Core i-Series,Core i5-680,LGA1156,Desktop,3.6,3.86,0.019427402862985686,19.0
2030,Intel Core i5-7200U @ 2.50GHz,499.0,15.0,2016-10-01,FCBGA1356,Laptop,2500.0,3100.0,1,2,2,1654,6622,2.5,Intel,Intel Core i-Series,Core i5-7200U,FCBGA1356,Laptop,2.5,3.1,0.30169286577992743,249.5
2031,Intel Core i5-7260U @ 2.20GHz,469.99,15.0,2017-04-01,BGA1356,Laptop,2200.0,3400.0,1,2,2,1521,246,2.2,Intel,Intel Core i-Series,Core i5-7260U,BGA1356,Laptop,2.2,3.4,0.3090006574621959,235.0
2032,Intel Core i5-7267U @ 3.10GHz,,28.0,2017-07-01,BGA1356,Laptop,3100.0,3500.0,1,2,2,1539,126,3.1,Intel,Intel Core i-Series,Core i5-7267U,BGA1356,Laptop,3.1,3.5,,
2033,Intel Core i5-7287U @ 3.30GHz,,28.0,2018-05-01,Unknown,Laptop,3300.0,3700.0,1,2,2,1467,3,3.3,Intel,Intel Core i-Series,Core i5-7287U,Unknown,Laptop,3.3,3.7,,
2034,Intel Core i5-7300HQ @ 2.50GHz,,45.0,2017-01-01,Unknown,Laptop,2500.0,3500.0,1,4,1,1322,3334,2.5,Intel,Intel Core i-Series,Core i5-7300HQ,Unknown,Laptop,2.5,3.5,,
2035,Intel Core i5-7300U @ 2.60GHz,627.0,15.0,2017-02-01,FCBGA1356,Laptop,2600.0,3500.0,1,2,2,1578,1430,2.6,Intel,Intel Core i-Series,Core i5-7300U,FCBGA1356,Laptop,2.6,3.5,0.3973384030418251,313.5
2036,Intel Core i5-7360U @ 2.30GHz,,15.0,2017-06-01,FCBGA1356,Laptop,2300.0,3600.0,1,2,2,1511,423,2.3,Intel,Intel Core i-Series,Core i5-7360U,FCBGA1356,Laptop,2.3,3.6,,
2037,Intel Core i5-7400 @ 3.00GHz,85.0,65.0,2017-01-01,FCLGA1151,Desktop,3000.0,3500.0,1,4,1,1245,3547,3.0,Intel,Intel Core i-Series,Core i5-7400,LGA1151,Desktop,3.0,3.5,0.06827309236947791,21.2
2038,Intel Core i5-7400T @ 2.40GHz,133.85,35.0,2016-11-01,LGA1151,Desktop,2400.0,3000.0,1,4,1,1372,136,2.4,Intel,Intel Core i-Series,Core i5-7400T,LGA1151,Desktop,2.4,3.0,0.09755830903790087,33.5
2039,Intel Core i5-7440EQ @ 2.90GHz,250.0,45.0,2021-02-01,FCBGA1440,Laptop,2900.0,3600.0,1,4,1,1218,1,2.9,Intel,Intel Core i-Series,Core i5-7440EQ,FCBGA1440,Laptop,2.9,3.6,0.20525451559934318,62.5
2040,Intel Core i5-7440HQ @ 2.80GHz,,45.0,2017-02-01,BGA1440,Laptop,2800.0,3800.0,1,4,1,1237,118,2.8,Intel,Intel Core i-Series,Core i5-7440HQ,BGA1440,Laptop,2.8,3.8,,
2041,Intel Core i5-7442EQ @ 2.10GHz,250.0,25.0,2019-01-01,FCBGA1440,Laptop,2100.0,2900.0,1,4,1,1357,3,2.1,Intel,Intel Core i-Series,Core i5-7442EQ,FCBGA1440,Laptop,2.1,2.9,0.18422991893883567,62.5
2042,Intel Core i5-750 @ 2.67GHz,162.82,95.0,2009-09-01,LGA1156,Desktop,2670.0,3200.0,1,4,1,1991,3361,2.67,Intel,Intel Core i-Series,Core i5-750,LGA1156,Desktop,2.67,3.2,0.08177800100452033,40.7
2043,Intel Core i5-7500 @ 3.40GHz,122.68,65.0,2016-12-01,LGA1151,Desktop,3400.0,3800.0,1,4,1,1167,3230,3.4,Intel,Intel Core i-Series,Core i5-7500,LGA1151,Desktop,3.4,3.8,0.10512425021422452,30.7
2044,Intel Core i5-7500T @ 2.70GHz,114.11,35.0,2017-01-01,FCLGA1151,Desktop,2700.0,3300.0,1,4,1,1277,379,2.7,Intel,Intel Core i-Series,Core i5-7500T,LGA1151,Desktop,2.7,3.3,0.08935787000783085,28.5
2045,Intel Core i5-760 @ 2.80GHz,265.0,95.0,2010-07-01,LGA1156,Desktop,2800.0,3330.0,1,4,1,1950,2086,2.8,Intel,Intel Core i-Series,Core i5-760,LGA1156,Desktop,2.8,3.33,0.1358974358974359,66.2
2046,Intel Core i5-7600 @ 3.50GHz,129.99,65.0,2017-01-01,FCLGA1151,Desktop,3500.0,4100.0,1,4,1,1074,850,3.5,Intel,Intel Core i-Series,Core i5-7600,LGA1151,Desktop,3.5,4.1,0.12103351955307264,32.5
